PassengerId,Survived
384,0.8771203693760433
882,0.08512239664620355
276,0.8664582434092115
648,0.4851962553948785
224,0.09824692440439858
855,0.6991970559899922
81,0.1040251470522549
389,0.10335498576768434
796,0.16359866718449428
250,0.0691470791787527
751,0.7827043886395535
837,0.1057516790141119
495,0.10552183040620752
147,0.09477183062804498
198,0.05267326589897517
80,0.6696853418366243
763,0.1872839308460166
145,0.22735420858563507
244,0.10333305873019223
154,0.04011706520318812
529,0.07635271937380378
876,0.8368482532061574
13,0.10739867159681184
362,0.23063701837850228
605,0.4988156686835715
218,0.10743890697387386
279,0.3566629830749157
666,0.09822819881871331
242,0.6133977669173384
610,0.9599356149960382
96,0.09830120002256476
282,0.0931122215711915
280,0.4545790715453246
584,0.644672455114426
50,0.6184044152676861
225,0.37233517579394815
169,0.31887029522419924
99,0.7634125532951307
395,0.5756462583097943
191,0.8191357770314571
519,0.7313181369983147
730,0.5757730659784657
331,0.5026258122724792
789,0.632725096185992
317,0.775230599886192
695,0.19892127707760188
556,0.23315969220932178
587,0.14410670881659945
465,0.09830120002256476
473,0.5960178025376572
102,0.09824692440439858
664,0.08050686287588808
467,0.18156886253025822
62,0.95233997366781
58,0.1630831498930555
494,0.3489043615155437
327,0.05051072830888771
382,0.7801349474688761
811,0.09650984697509941
685,0.05930430305397134
116,0.10547497669905907
516,0.37495483269395447
143,0.5882300796649642
226,0.10415478979622687
625,0.1085780890521828
887,0.16288961036958374
416,0.702011476500689
293,0.3621615724381434
508,0.31940971386268197
781,0.8421668297912287
295,0.10000883914623934
64,0.38936918183525054
836,0.9313246479906558
55,0.42562150386275405
580,0.0866807461081752
758,0.22735420858563507
358,0.8009305946543844
725,0.35587668298815195
622,0.3056259658952972
231,0.9251967349184851
881,0.7959173626438002
237,0.10334433956888188
361,0.01375666607835031
740,0.09824692440439858
545,0.48984123634823573
431,0.47625961482462875
266,0.170451470793328
232,0.09143332467159737
658,0.47880430602350377
617,0.03955235408723353
134,0.7575756077573416
196,0.9711826355239384
741,0.403987918087561
736,0.09506292861031461
206,0.7414466927327011
852,0.039767442220409725
370,0.9797997084394099
54,0.7575756077573416
769,0.07062263259575025
30,0.09824692440439858
311,0.979485886202141
525,0.1727290519886583
550,0.8389528505672246
100,0.12311022167218573
119,0.7766372516055
765,0.11509088142947276
692,0.8230731018016209
313,0.7025234101499638
651,0.09824692440439858
341,0.8741856081462733
401,0.07635271937380378
43,0.17310772264399232
671,0.653566431045524
594,0.5582759843240342
684,0.007153706897175351
219,0.973661092655391
469,0.10335343978248974
835,0.11133878557838149
365,0.0684005670335644
478,0.05835675362458007
704,0.10335958703515591
577,0.813215777421363
355,0.17272666820396812
84,0.3921945841191716
572,0.8250601339757084
267,0.015069835537588299
867,0.8561610402060319
186,0.47574593588166547
23,0.7392526607241795
621,0.11313930026404963
73,0.2618761253609914
162,0.796341391210203
485,0.6135947144431745
675,0.18156886253025822
708,0.3742881329152391
257,0.9611517766977096
398,0.152107098362885
737,0.257091619253348
320,0.9422101566736271
866,0.7880479884019288
686,0.1481337615593611
458,0.9104220731171918
26,0.17447106745313223
42,0.7611572166457766
148,0.393107337816773
672,0.3859774205861449
482,0.18156886253025822
650,0.6953630122579021
334,0.049128346978911594
425,0.05462962401733628
687,0.01566688982568499
542,0.19617477416107737
530,0.06754425715225838
178,0.9583801110680648
639,0.2500037203490067
41,0.5039112704964347
417,0.6742163915106001
745,0.08825553903633596
604,0.06971197058185184
515,0.0998659275180681
239,0.22321747143948387
707,0.7783356990285092
534,0.708531056327763
761,0.10059552826199558
387,0.21770358575989693
255,0.46055658410152284
802,0.6817192604653023
842,0.23364857492184476
814,0.2056767632847924
433,0.7074306902828967
823,0.25646245738442575
676,0.11113262911475344
875,0.858673550266596
9,0.5205038082538838
858,0.3339451704746369
220,0.18784889982364375
344,0.2049781083040309
809,0.16359866718449428
89,0.8608805472176746
468,0.2549901562776227
363,0.6753497529159996
678,0.7176972664478336
638,0.09600717291897372
833,0.1727290519886583
129,0.7227190131910024
4,0.9164066322580636
179,0.1893685272219911
445,0.09832320650255509
636,0.8305351773548781
840,0.5826861621317855
52,0.10542814134378369
848,0.14665706759846134
127,0.10336264237687684
67,0.8547196853206582
270,0.9609925236032694
349,0.6953341893594801
871,0.09651272163098515
849,0.12825733772011577
457,0.27555452226717275
252,0.5097196250203615
659,0.21148361931002588
82,0.09200411040223105
440,0.18485731609983455
541,0.9105182328754086
728,0.7135485754231523
459,0.7586744340069205
446,0.9694845217403946
286,0.15205694889266905
385,0.09824692440439858
49,0.07778666969595585
424,0.48317906576510566
333,0.4681619133458342
663,0.35085193384314844
290,0.7115381067522233
335,0.9080246614614134
298,0.9403679473574346
641,0.10732413947845366
820,0.36161831099846115
163,0.09647089080848915
599,0.17272666820396812
863,0.9199151106314001
812,0.08102350405621818
616,0.6713792179813571
21,0.1822563193151499
776,0.1111228204760925
166,0.7042836049744906
489,0.08989674039491535
783,0.4571450561202327
496,0.17687071413715347
77,0.09824692440439858
480,0.7148765488452893
759,0.08364531784764766
585,0.17357255384592984
493,0.3515883101552914
844,0.14716751626687918
94,0.03400386999811363
472,0.07796617220286416
857,0.8672842847801414
824,0.6703563503752539
391,0.2746068434237974
619,0.7456405511265496
46,0.09830120002256476
374,0.6648614501319341
777,0.12476461669261209
574,0.7135587235732591
549,0.041260432854069995
774,0.17272666820396812
850,0.9604790158686943
750,0.09289483157175026
742,0.371207856534573
647,0.10924520051480295
12,0.9102864214794902
874,0.06620258112732316
653,0.10566561708322646
175,0.5408193119383247
830,0.9256215418017048
140,0.7144082220484826
150,0.12643662917579088
540,0.9594530856576459
665,0.06913935454785737
322,0.09480591177298002
483,0.06241483007497825
403,0.596743247783445
199,0.7135587235732591
75,0.10322152033380093
