PassengerId,Survived
384,0.9144661813909608
882,0.04748668698888104
276,0.9105623174607542
648,0.3784529000830338
224,0.055282809258309806
855,0.7657694840460162
81,0.05864262683117882
389,0.06445143875562553
796,0.1032994586754186
250,0.03291123600901601
751,0.83509035105247
837,0.0597156109531449
495,0.05963854042524617
147,0.05321631537029595
198,0.02834262773112414
80,0.7262701225020919
763,0.11959348975228698
145,0.1488249846076744
244,0.058410961429540255
154,0.020881565402210044
529,0.04233992016623407
876,0.8816271563290775
13,0.06077175296387105
362,0.15819441191116104
605,0.4107636605548182
218,0.06433192964557413
279,0.40443820755338594
666,0.054163182166030555
242,0.6961358793908711
610,0.9714920093555588
96,0.05530087021774762
282,0.052222637859293645
280,0.5121944559029845
584,0.5927899258036564
50,0.6771372084562692
225,0.2758586808997715
169,0.2304372677585922
99,0.8188679320572255
395,0.6394969536139123
191,0.8679774052340389
519,0.7932792603157331
730,0.6406764606545365
331,0.5887793359269802
789,0.6583206950301415
317,0.829933088053547
695,0.11247531485421446
556,0.16177530984168775
587,0.08973815544285432
465,0.05530087021774762
473,0.6670991371415094
102,0.055282809258309806
664,0.044803181249658645
467,0.1181590572619933
62,0.970537123300858
58,0.10279655064609655
494,0.26301073515384027
327,0.027566997442054517
382,0.8311371744209148
811,0.05424508292290455
685,0.03332100784502071
116,0.059622823196409616
516,0.2943813061283699
143,0.6493311852925306
226,0.05868596635790555
625,0.06065893815926668
887,0.08460008566193238
416,0.756963516084573
293,0.28820839345919447
508,0.23068588917110489
781,0.8857450794298894
295,0.056338215580764434
64,0.41031012319563437
836,0.9572527157039787
55,0.3534466926905954
580,0.04840389836526762
758,0.1488249846076744
358,0.8535874032119917
725,0.267175759993018
622,0.22795095420954878
231,0.951866110612149
881,0.8449701089068858
237,0.06183218636473975
361,0.006634150754719995
740,0.055282809258309806
545,0.3952908561223227
431,0.39659726195483697
266,0.1084561212058437
232,0.051231511028710215
658,0.5650785510058215
617,0.020869392356817895
134,0.8153279240306126
196,0.9817789827008961
741,0.32234566825716604
736,0.052643721365612434
206,0.7952215455588806
852,0.02145498463316031
370,0.9889544291179764
54,0.8153279240306126
769,0.04205463978667714
30,0.055282809258309806
311,0.9882833065020679
525,0.10944431460646097
550,0.8647179481148941
100,0.07452200127970085
119,0.6532384914759534
765,0.06547105055608743
692,0.8682152495067181
313,0.7664250147797389
651,0.055282809258309806
341,0.9023247213522755
401,0.04233992016623407
43,0.10959008551456935
671,0.7184891275095504
594,0.6422822715961707
684,0.003396955764447048
219,0.9847617031246764
469,0.06445087089180411
835,0.06313197276255841
365,0.04128015215465186
478,0.03205053994951033
704,0.06445312885408767
577,0.8633190372622563
355,0.10944339669726823
84,0.2853623083496459
572,0.8874298028544514
267,0.007439967559839048
867,0.9039000049813791
186,0.39509376781272953
23,0.8068733889111218
621,0.068644024522715
73,0.15910405352874668
162,0.8493008371562097
485,0.5329334576679123
675,0.1181590572619933
708,0.292735771004818
257,0.9749455236312923
398,0.09345659209566501
737,0.29035953811715126
320,0.9609791815721567
866,0.843288654921494
686,0.09327753198551231
458,0.943896262142403
26,0.19563980945321172
42,0.8196317953805693
148,0.43952966165071905
672,0.30589843530012567
482,0.1181590572619933
650,0.7511843809981641
334,0.02633039008055534
425,0.028891639116557934
687,0.007741691656158897
542,0.22708165320693494
530,0.04009070589582073
178,0.9779494160288625
639,0.2753139242015478
41,0.5698756249276118
417,0.7393470725546432
