PassengerId,Survived
384,0.8690864016524344
882,0.0874407579759415
276,0.859324834773217
648,0.5493030429978967
224,0.1018411306104266
855,0.6899090880116543
81,0.10815267169394027
389,0.10758259261906196
796,0.16187474950709024
250,0.08785604016985343
751,0.7878799719548287
837,0.11007812312679983
495,0.10985838751347742
147,0.09802280360208346
198,0.05462298952699372
80,0.6642304359948781
763,0.19141616196028613
145,0.2300725682665507
244,0.10749155062587784
154,0.04247176511484448
529,0.0778837908662337
876,0.8336820406199339
13,0.11193331017351375
362,0.23279698978813781
605,0.48283808002395057
218,0.10889025195898965
279,0.31684393395977145
666,0.10273473893083028
242,0.6196534927141997
610,0.9568358077744998
96,0.10189284127708038
282,0.09619642475626565
280,0.4603875143402963
584,0.6496433642635958
50,0.6244070708350007
225,0.38096709254953315
169,0.3079954865099113
99,0.7552501532782191
395,0.5870352420866707
191,0.8100823781191563
519,0.7247312285686368
730,0.5804904315844066
331,0.5176229546766858
789,0.5706100273170953
317,0.7721674971797906
695,0.22972213707093123
556,0.21922257664167713
587,0.14119833814294874
465,0.10189284127708038
473,0.5989295135571329
102,0.1018411306104266
664,0.08242147629271043
467,0.18203932983267287
62,0.9504342899854865
58,0.1652441172584343
494,0.3225337618682796
327,0.05018148149861126
382,0.7860369174472455
811,0.09992949993370968
685,0.05979102442538601
116,0.10981359077872313
516,0.37372935070026503
143,0.5926376589701823
226,0.1082764760086512
625,0.11277720174477264
887,0.2020429142476494
416,0.6994889804695612
293,0.36877988708548104
508,0.30848396543484635
781,0.8394384434287246
295,0.10378228397713303
64,0.344371777024372
836,0.928685492714189
55,0.42233379388396103
580,0.08914336144653191
758,0.2300725682665507
358,0.7898923410421608
725,0.3650379002949017
622,0.3123710037568284
231,0.9242363167317895
881,0.7903790896961017
237,0.10452929600501942
361,0.015697441842980345
740,0.1018411306104266
545,0.488886487688008
431,0.48460401704728917
266,0.16933132570281223
232,0.09435740544526446
658,0.4872051830307369
617,0.042829397082388726
134,0.7531282675690723
196,0.9680114690683076
741,0.4052408768135484
736,0.09792302911217368
206,0.7521558255413473
852,0.03884441414713283
370,0.979006906173037
54,0.7531282675690723
769,0.07575660249426314
30,0.1018411306104266
311,0.9783521222712237
525,0.17565626271476245
550,0.789700152609514
100,0.1259300402193233
119,0.7737699369180235
765,0.12047154993848623
692,0.8246017279167637
313,0.7027031861367969
651,0.1018411306104266
341,0.8397706268760069
401,0.0778837908662337
43,0.17601034405310897
671,0.6486764108421653
594,0.5668570543962251
684,0.009295492075014726
219,0.9716744223665029
469,0.10758111460570056
835,0.11628016427353666
365,0.07356629051301279
478,0.06237465818301621
704,0.10758699157401667
577,0.8035222825814238
355,0.17565403355724676
84,0.3824045431479501
572,0.826253007812987
267,0.018466606450222356
867,0.8514816950993506
186,0.48404811620073335
23,0.7395149790473712
621,0.11840422300681783
73,0.2604211036338167
162,0.7845306229513911
485,0.6242413129182036
675,0.18203932983267287
708,0.3724895147406842
257,0.9557180255158243
398,0.14880453433787652
737,0.26557576272282873
320,0.9389926628792573
866,0.7755809514614713
686,0.15522379288401447
458,0.9091497270018644
26,0.18934313986245999
42,0.7575197396144996
148,0.4196757457401173
672,0.4024570539859007
482,0.18203932983267287
650,0.6924217441087851
334,0.0550744255861743
425,0.0601581542485445
687,0.01924517082062951
542,0.2266377690357129
530,0.07423736262785184
178,0.955392961307043
639,0.2609509209325106
41,0.5036989362146904
417,0.6716528346067929
745,0.09086697362577062
604,0.07068467351067978
515,0.1036459933154535
239,0.22572464097238346
707,0.7647311694552141
534,0.709721926973019
761,0.10407677629343937
387,0.19733698495405982
255,0.46070046440291057
802,0.6804620085222897
842,0.23694948691928222
814,0.23789407154703723
433,0.6988408053191378
823,0.3006486064331086
676,0.11608256720545554
875,0.853509785323958
9,0.5259330924236697
858,0.32960044693161844
220,0.18784031425045014
344,0.20591661838337053
809,0.16187474950709024
89,0.8680006783894054
468,0.2415988726239131
363,0.6657013534905815
678,0.7160780509854833
638,0.10050006316116175
833,0.17565626271476245
129,0.7335883688729877
4,0.9160625009013623
179,0.18924226552267828
445,0.10191380715780017
636,0.8226965611994688
840,0.5819351469077304
