id,Цена
747,2155000.0
962,1705000.0
1105,2244000.0
795,4579000.0
390,2405000.0
1302,1697000.0
1448,2455000.0
1388,2875000.0
126,1028000.0
1605,2595000.0
870,2287999.9
701,1270000.0
1239,3434000.0
1201,5672000.0
685,1949000.0
427,2071000.0
168,792000.0
1181,4692000.0
1428,2336000.0
347,2551000.0
1385,1567000.0
220,1669000.0
125,2991000.0
197,1665000.0
1108,2719000.0
1166,2693000.0
871,4455000.0
1544,2292000.0
513,2947000.0
1431,2713000.0
194,3403000.0
1401,2208900.0
509,2387000.0
381,5154800.0
361,2396000.0
1254,2380000.0
609,736000.0
349,3735000.0
1067,2869000.0
970,2963000.0
1062,2447000.0
301,4050000.0
593,4099000.0
1491,2195000.0
652,1812000.0
1262,2044000.0
1459,3738670.0
1089,1407000.0
436,3177860.0
259,2384000.0
1566,3074000.0
499,2244000.0
943,5229800.0
316,2729000.0
1123,1829500.0
1185,1654500.0
158,993000.0
817,1265000.0
1380,4160000.0
829,2957000.0
1326,2882000.0
1390,2785000.0
1514,3099000.0
1444,3047500.0
763,2325000.0
680,2915000.0
337,1626500.0
20,4430000.0
413,2335000.0
515,2112000.0
18,4285000.0
1513,2398900.0
544,2796000.0
136,3528000.0
93,1483500.0
1581,2352000.0
1571,2531000.0
1356,1670000.0
1387,2735000.0
1432,2485000.0
1226,2297000.0
600,2445000.0
846,614233.3333333333
872,2378999.9
1183,1040000.0
1599,4160000.0
1129,825000.0
1402,2491000.0
1242,2435000.0
890,6057000.0
1046,3175000.0
638,2918000.0
134,3592000.0
794,2718000.0
333,2315000.0
1408,763000.0
1120,2192000.0
1072,1458000.0
692,992000.0
1261,3191500.0
1469,2485000.0
510,3162142.8571428573
786,2080000.0
1165,2699000.0
204,1077000.0
602,4490000.0
269,4050000.0
1306,2595000.0
551,1606000.0
113,1728000.0
1142,3129500.0
514,2793000.0
1282,2975000.0
952,3011000.0
1265,2686000.0
1503,2849000.0
1389,3674000.0
956,2996000.0
497,2909000.0
589,4274000.0
1498,4604000.0
232,1495000.0
1564,3233670.0
82,2315000.0
312,3100000.0
1393,2862000.0
1222,2761000.0
758,755000.0
1361,1135000.0
1295,2457500.0
659,1588000.0
236,1810000.0
569,1833000.0
1204,2767000.0
1309,3709000.0
1126,2389999.9
743,3398500.0
1360,1340000.0
566,4520000.0
688,3324500.0
4,2195000.0
1407,2020900.0
506,5659800.0
1347,3969000.0
1308,4535000.0
1474,2047916.6666666665
605,3855000.0
571,3694670.0
1029,2586000.0
1169,2266999.9
1131,3160000.0
938,2300000.0
555,3120000.0
1313,3125000.0
157,1085000.0
1249,2938000.0
529,2600000.0
139,3945000.0
1395,2862000.0
1396,3145000.0
1050,2934000.0
325,2646000.0
995,904000.0
348,2931620.0
738,4992000.0
1284,3688000.0
1040,3320000.0
644,1896000.0
1496,5083600.0
201,2398000.0
784,1545500.0
346,1620000.0
1480,2297000.0
920,2654000.0
428,1275000.0
334,3211500.0
503,3655000.0
1117,2006000.0
698,1620000.0
1320,4459000.0
34,2295000.0
1219,4350000.0
108,2045000.0
438,1398000.0
247,3775000.0
651,2135000.0
1141,3754900.0
576,4585000.0
471,2105000.0
592,3973000.0
162,911000.0
72,4545000.0
293,786000.0
855,3070000.0
898,5952000.0
718,4090000.0
277,2990000.0
876,2931000.0
478,3002000.0
1589,2118000.0
1267,1774000.0
378,1947000.0
1404,1454500.0
53,2400000.0
84,2770000.0
714,1997000.0
669,1966000.0
525,2847000.0
444,2370000.0
43,2995000.0
857,1018000.0
550,3140000.0
843,3405000.0
869,1769000.0
1271,2568000.0
211,2403000.0
1475,3663000.0
1381,2318000.0
276,4002000.0
552,3105000.0
41,5683800.0
487,3229000.0
785,2757000.0
153,1050000.0
1430,4115000.0
1238,2130000.0
418,1871000.0
42,3590000.0
654,2200000.0
1260,4540000.0
1572,1539000.0
540,2840670.0
118,689600.0
1478,2309000.0
54,4885000.0
183,1642000.0
746,1933000.0
208,1042000.0
530,2444000.0
853,2904000.0
367,2291000.0
612,2673000.0
192,2902000.0
376,5434800.0
910,2069000.0
809,1646000.0
596,3066000.0
338,1715000.0
1069,2524000.0
1080,3779000.0
374,2300000.0
1182,660000.0
1487,1970000.0
1454,5665000.0
31,1493500.0
287,3112000.0
1047,2758000.0
87,2386000.0
1057,2983000.0
1466,1827000.0
1157,1990000.0
1094,2150000.0
1215,2595000.0
575,4585000.0
812,2409000.0
1417,2656000.0
404,2849000.0
868,850000.0
1593,3774800.0
156,1408000.0
614,2676000.0
1583,3704900.0
648,1944000.0
792,829000.0
1374,2353000.0
1537,2575000.0
1250,1895500.0
813,2366000.0
635,887000.0
359,3515000.0
1559,2000999.7
878,1015000.0
1400,3185000.0
1270,3191670.0
294,824933.3333333333
1470,2437000.0
918,2393000.0
518,2774000.0
1351,5140000.0
392,1821000.0
166,788000.0
531,3301000.0
1218,1532000.0
969,2863500.0
1101,1705000.0
331,2251666.666666667
707,3335000.0
58,3973000.0
776,2144900.0
1610,1421000.0
1497,2579000.0
753,2983000.0
1405,2249000.0
1371,1365000.0
