id,Цена
747,2228045.5513077187
962,1582172.4469583929
1105,2238746.810353746
795,4364037.472215757
390,2578819.897742469
1302,1612472.8376890542
1448,2524773.2818937222
1388,3095388.8182103625
126,1045892.8286886441
1605,2926057.4829175933
870,2320672.1670245277
701,1127383.4412649984
1239,3946460.4102611416
1201,5226961.677471055
685,1818230.7245766579
427,2153068.874565867
168,598277.3198571294
1181,4106906.2973483256
1428,2238746.535715728
347,2634083.76550365
1385,1634274.6928481392
220,1661307.7553222259
125,3028780.4294978753
197,2010002.3967460543
1108,2422735.1873729397
1166,3238332.2879507337
871,4076487.539709627
1544,2386360.8629365275
513,2731717.028425056
1431,2704179.5628450643
194,3174826.6445409623
1401,2293480.0574996555
509,2710631.75702602
381,4884261.531291352
361,2318902.830729839
1254,2612867.917429622
609,869586.3675309268
349,3732573.1591250584
1067,2991496.848311956
970,3243547.7590905717
1062,2177315.4477747427
301,4163267.204606304
593,4331799.133440545
1491,2420586.5179040832
652,2183396.0257781604
1262,2262664.45160821
1459,3385323.186585291
1089,1326014.7030900188
436,3457777.267388582
259,2229560.2485445947
1566,3151098.4724218943
499,2290731.1558117564
943,5122911.495396061
316,2818068.1864261325
1123,2014412.223094873
1185,1598350.6221466588
158,797694.1411216944
817,1170319.1523732455
1380,4285611.54807579
829,2819682.9367335015
1326,2942492.153859674
1390,2981681.4449138353
1514,2879237.0465161786
1444,2944530.0645314786
763,2230507.403365668
680,2865587.020080245
337,1462549.4410918993
20,4085365.8255968383
413,2349335.16441889
515,2033297.216272336
18,4209988.923129117
1513,2327879.891160539
544,2807764.805553472
136,3690683.831573724
93,1473796.404102439
1581,2323090.535940012
1571,2370375.1154609714
1356,1755791.7877289383
1387,2257767.4264748152
1432,2717353.2355618645
1226,2352937.0680150907
600,2438035.717692457
846,487636.57536199177
872,2106040.010490709
1183,947255.1292429452
1599,4221520.379295733
1129,874887.1035595585
1402,2594757.1891525867
1242,2418607.3912136126
890,6128114.867186485
1046,3059836.2873028233
638,2509300.6401204574
134,3482305.263780205
794,2930304.2825546945
333,2464768.2358444906
1408,692408.2522029323
1120,2013782.0295577168
1072,1386077.9619238542
692,885977.1905529485
1261,3525219.1034046854
1469,2379878.84551234
510,2945615.83087339
786,2078715.7725225145
1165,2864059.135184831
204,1047329.5710093284
602,3990081.1609876063
269,4143029.625204256
1306,2926057.4829175933
551,1758589.1638588202
113,1757264.7032767758
1142,3273880.4525193106
514,2885603.464740408
1282,2703338.900940188
952,3210482.2049002782
1265,2780346.286804995
1503,3121650.840854159
1389,4108921.2288293634
956,2829822.827860222
497,2843444.131226917
589,4092261.49099647
1498,4404204.599741631
232,1609604.48067659
1564,2841828.121544279
82,2332181.1426631324
312,2994808.8905427163
1393,2467308.150139995
1222,2875098.7146452605
758,549531.3145995131
1361,1118376.2570236882
1295,2288987.103678597
659,1442339.549627965
236,1811689.2129224627
569,1812648.5633354816
1204,2853188.602071657
1309,3801706.8590173116
1126,2352432.646871162
743,3672422.8700226154
1360,1526801.3017151984
566,4429274.56603071
688,3951654.012321621
4,2546615.0089867203
1407,1801073.2290680276
506,6517449.460443698
1347,4045011.049324947
1308,4644121.797481703
1474,2244448.5116911614
605,3870682.740477071
571,3476708.258413382
1029,2652899.533725533
1169,2152669.380235728
1131,3060437.7737999577
938,2169205.787932962
555,3161647.893400611
1313,3108181.9132488947
157,820379.1941049197
1249,2836647.699540958
529,2550039.160448693
139,3960932.7570081907
1395,2467308.150139995
1396,3323859.354086265
1050,2972990.975969147
325,2751493.76832289
995,630194.6758679033
348,3253922.084437425
738,5167272.522388056
1284,3722140.4549246514
1040,3384930.213565743
644,2081528.4079722872
1496,5253395.057484196
201,2383928.210066
784,1431730.4673087772
346,1571801.6498080292
1480,2131286.154175415
920,2708967.982988074
428,1142072.5487278209
334,3190274.3513977877
503,3887301.266089651
1117,2379654.6300119692
698,1707305.009366336
1320,4871986.270483012
34,2342933.300762377
1219,4072694.2564607104
108,2011090.0090169432
