id,Цена
747,2332860.828634612
962,1447071.1418203732
1105,2352119.396894116
795,4207573.939947989
390,2494844.960354469
1302,1592257.4850162955
1448,2478915.225724245
1388,3122305.7354625072
126,1541014.4867596712
1605,3111185.752996173
870,2423233.974092721
701,1155708.5211146309
1239,3754360.589954314
1201,4685654.784802782
685,1894561.738647346
427,2123886.038831342
168,1122095.70013218
1181,3895441.2435558503
1428,2354007.1678460287
347,2375351.9889222127
1385,1707509.297959058
220,2111527.926811031
125,3037092.326752056
197,2293663.435275406
1108,2656836.3407193213
1166,3142705.0323365806
871,3960031.887565964
1544,2486133.3549280423
513,2879511.7086453354
1431,2400977.3865866903
194,3128700.946937847
1401,2348245.5542918714
509,2431002.327697157
381,4218211.843246138
361,2402067.9238014324
1254,2744071.59581667
609,1222616.4305947584
349,3709212.4256009753
1067,2741708.6018628506
970,2878748.701916129
1062,2308319.064466886
301,3651650.868072142
593,4281494.982272007
1491,2461347.812005614
652,2239776.6085445164
1262,2307370.845742369
1459,3321736.847522117
1089,1685295.4938748623
436,3119589.894848682
259,2372534.2749415096
1566,3112083.540724186
499,2894899.328682404
943,4762462.963339642
316,2648134.8841929203
1123,2327704.2703530425
1185,1590749.555282042
158,924917.1650055035
817,1371367.4415613394
1380,4561458.225484021
829,2858473.7734399023
1326,3044176.4282197123
1390,2932218.929875905
1514,2876623.447859841
1444,3002520.2818433414
763,2458480.1001894865
680,2866816.7449565027
337,1657655.0525860179
20,4094732.2228608807
413,2250073.961030852
515,2147522.3296695706
18,4196868.175751319
1513,2338192.1809550687
544,2577188.682745096
136,3717859.825638497
93,1488284.6921128302
1581,2437640.304548201
1571,2415850.9737898167
1356,1904049.6641869047
1387,2644543.8099223287
1432,2641747.833926122
1226,2533300.9856908163
600,2304495.839445746
846,1103259.5687427092
872,2385260.872866161
1183,1329464.507231056
1599,3480405.3109458135
1129,1309346.193357575
1402,2697269.550081153
1242,2400030.2753762114
890,4718778.234588597
1046,3177835.4009615397
638,2949445.0640067435
134,3355582.659966383
794,2769224.8428940577
333,2902549.531316229
1408,1249959.5082375212
1120,2087707.378893052
1072,1579985.7801176729
692,1298778.1540696325
1261,3167549.105721949
1469,2420099.963861015
510,2875329.8914480256
786,2024873.6074632728
1165,2759255.07681751
204,1195920.0261508247
602,3978428.514600257
269,3934043.01296643
1306,3111185.752996173
551,1906198.4981223936
113,1984199.8521674993
1142,3243624.9331819527
514,2940795.3374297875
1282,3030490.869172123
952,3112438.025350439
1265,2664160.078476047
1503,3161963.565452445
1389,3646107.0441050213
956,3084363.129909968
497,2829500.349751381
589,4121340.507167747
1498,3922799.41814547
232,1671880.6884901882
1564,2847713.3668877543
82,2301281.9806579947
312,2950092.120946235
1393,2655196.31434936
1222,2968680.499595994
758,801584.4052407583
1361,1383111.0364575998
1295,2413541.799875122
659,1855788.887418175
236,2305527.7629765463
569,2007946.2395011315
1204,3100525.2585028633
1309,3743692.3762279563
1126,2702301.444444823
743,3611402.8756448473
1360,1737419.9065635744
566,4143054.3571746666
688,3769141.077913361
4,2635681.875448508
1407,2378325.6625290615
506,5379407.415782554
1347,3310072.525836414
1308,4435326.177523244
1474,2429367.3194604767
605,3627120.24684334
571,3466952.385702626
1029,2565511.101397629
1169,2208418.0846687476
1131,3070097.709293293
938,2213144.040424758
555,3184293.5271950695
1313,3073566.313884808
157,1234052.1981254208
1249,2798509.6324570747
529,2593952.8096086015
139,4113820.60814254
1395,2655196.31434936
1396,3031297.2117332844
1050,3255867.6550592678
325,2819582.8578327955
995,1035646.102802526
348,3415504.707180889
738,4226542.43120667
1284,3757009.4649492074
1040,3580185.7311726683
644,1831521.637489318
1496,4610190.269136633
201,2392010.6708500944
784,1374430.3115206012
346,1584591.5642687774
1480,2289010.182652153
920,2858473.4431914426
428,1540966.3522267723
334,3437035.37960217
503,3846408.579076864
1117,2647079.722555578
698,1785757.8868974913
1320,4521680.542789413
34,2427832.458987201
1219,3768565.1774270367
108,2219573.6753681395
438,1867325.044048552
247,2860318.624170621
651,2148556.806964288
1141,3819324.8548027314
576,4250734.145009845
471,1990407.6815207116
592,3440699.5315133967
162,906108.7231408153
72,4598362.65114597
293,1414909.2071956613
855,3096842.3990717973
898,4747616.180229656
718,4132110.2136319852
277,3094406.968936859
876,2638060.8216404584
478,3391505.4421040746
1589,2193109.338865024
1267,1907236.4123301324
378,2249004.0963070225
1404,1616144.094023372
53,2808507.1768602957
84,3179752.038731935
714,2115421.094707084
669,1902855.5854074233
525,2800945.8603961673
444,2288807.71766603
43,2437730.523372955
857,1249000.5214816697
550,2888564.0521191484
843,3007598.100323146
869,2029399.5474859187
1271,2862728.3765878826
211,2232006.9934952306
1475,3386204.024680723
1381,2239674.249670087
276,3786221.1796992575
552,2968195.1246583452
41,4437063.466667084
487,3000572.630584229
785,2496189.9842672837
153,1258469.9727442835
1430,3777633.0230773203
1238,1917850.5621210625
418,1886597.736072728
42,3026515.8053978845
654,2246040.773865956
1260,3937578.620981294
1572,1592716.2819914566
540,2514984.574667506
118,1111744.6364201878
1478,2343881.9818830187
54,4697220.836615307
183,1737973.2258139388
746,2281214.803045351
208,1131269.2849330567
530,2417089.4916303195
853,3445645.600435283
367,2896224.2001339532
612,2899679.9011394037
192,2926353.9508267273
376,4280241.542935891
910,2109589.7338941204
809,1568766.7824891703
596,3027860.3307402446
338,2126220.2752425843
1069,3231206.6174794524
1080,3419221.547954437
374,2675910.949843773
1182,1171311.8513043374
1487,2651499.5040580113
1454,4824074.368466254
31,1141452.7310634244
287,2974151.8426980153
1047,2719075.1448209146
87,2441122.884359406
1057,2549364.8024684107
1466,2090378.5519816342
1157,1986546.562452455
1094,2133010.2793979906
1215,2815258.7513004476
575,4250734.145009845
812,2645543.333596533
1417,2726791.396250674
404,3161963.565452445
868,1217918.8607559
1593,3821366.702085861
156,1978207.786213241
