id,Цена
747,2228295.518550532
962,1581034.1557538467
1105,2239138.688861155
795,4364266.391165689
390,2577980.740776926
1302,1611865.26281145
1448,2524076.285974927
1388,3095749.4209109144
126,1046825.7272904436
1605,2926864.0107608656
870,2320963.273281567
701,1126812.8172314875
1239,3945948.3733469853
1201,5226379.854168892
685,1818149.0661721616
427,2152530.1922652405
168,599375.7203593007
1181,4106961.8619174603
1428,2238868.8576196153
347,2632919.1805691225
1385,1633936.4907229384
220,1662324.9149896125
125,3029159.648366483
197,2010459.3437454915
1108,2423293.6803958784
1166,3238509.404306995
871,4076892.105639951
1544,2386329.7231725818
513,2732787.196355932
1431,2703370.0516229444
194,3174828.4716204833
1401,2292965.296871702
509,2709005.5190897863
381,4883015.4416958615
361,2319045.4201705535
1254,2613476.701364031
609,870189.8690573135
349,3733250.780872909
1067,2991020.699300503
970,3242320.470926651
1062,2177496.832736417
301,4161969.2647229834
593,4332391.564309357
1491,2420878.1410114923
652,2183622.8868914666
1262,2262569.797266511
1459,3385485.4749482386
1089,1326945.46753119
436,3456916.5704298154
259,2229940.61803603
1566,3151323.294843983
499,2292857.437506923
943,5122917.222855547
316,2817766.43060008
1123,2015118.2214891827
1185,1597627.6707771926
158,797465.9809857686
817,1170452.6332011195
1380,4287680.24570309
829,2820066.851822216
1326,2942941.7393702837
1390,2981617.7168830335
1514,2878923.834466382
1444,2944599.5502428324
763,2231033.455939375
680,2865563.782188069
337,1462922.4126626826
20,4086111.197191853
413,2348992.32566368
515,2033440.8918695068
18,4210697.575683859
1513,2327695.204501295
544,2806893.9881540667
136,3691125.3173561255
93,1473083.0628154106
1581,2323212.51884578
1571,2370354.318718025
1356,1755553.61079448
1387,2259065.947816217
1432,2716973.7160782116
1226,2353384.873951493
600,2437264.336486961
846,489022.96272187773
872,2106761.146826271
1183,947872.2757232268
1599,4219260.092134668
1129,875668.9930334
1402,2595058.6121257823
1242,2418560.8474899665
890,6124133.464098919
1046,3060507.532808039
638,2510964.286236518
134,3481938.5436546365
794,2929959.5854998194
333,2466274.0404262273
1408,693593.5020284744
1120,2013348.6672529406
1072,1386512.0033662948
692,886660.9341625005
1261,3523803.161781005
1469,2379757.8928350145
510,2945101.382539208
786,2078399.7110525768
1165,2864003.8324053576
204,1046984.9646361992
602,3990623.060838315
269,4143080.7355646347
1306,2926864.0107608656
551,1758604.0740371337
113,1757534.384148173
1142,3273621.2868283717
514,2886128.6391610806
1282,2704991.0850165263
952,3210463.095256134
1265,2779923.980172601
1503,3121695.1185413804
1389,4108320.6997725912
956,2831572.2394622
497,2843428.0350568476
589,4093234.5952632865
1498,4403502.918215374
232,1609277.4125707068
1564,2841799.6217567907
82,2331992.7700242596
312,2994560.1799138365
1393,2468310.251572793
1222,2875763.3647989347
758,549669.6827866193
1361,1118683.225465178
1295,2289389.9192042775
659,1443170.0082067484
236,1813078.2221790245
569,1812727.3162543785
1204,2853961.1694870545
1309,3802169.5770327942
1126,2353565.1870610765
743,3672801.2089575
1360,1526838.2696478067
566,4429166.210683236
688,3951813.4405708006
4,2546518.8172830823
1407,1802910.130972472
506,6514581.664919062
1347,4042986.255766906
1308,4644368.553848529
1474,2244516.0266691204
605,3869930.761074581
571,3476960.807820054
1029,2652123.517546051
1169,2152732.1451350655
1131,3060396.7174395984
938,2169325.246953105
555,3162092.98998215
1313,3108276.028593775
157,821117.146763677
1249,2836763.2477008947
529,2549984.1056765933
139,3962047.95373353
1395,2468310.251572793
1396,3323046.93199607
1050,2974624.0771051655
325,2751926.4457087265
995,630828.6455156342
348,3254791.52165119
738,5164835.085894233
1284,3722696.684602998
1040,3386033.672525325
644,2080119.0143838974
1496,5252083.480764668
201,2383708.27100526
784,1430900.5750505475
346,1571235.7964614704
1480,2131698.9210651275
920,2709305.534246083
428,1142943.0807814929
334,3191403.937563758
503,3887854.7523010154
1117,2380277.6228207685
698,1707361.656210165
1320,4872062.636409498
34,2343167.337883072
1219,4072680.9553367356
108,2011209.014190471
438,1528004.408352641
247,3593922.767715276
651,2250732.3490462946
1141,3923037.3097115858
576,4683282.372797339
471,2103695.2725626463
592,3892519.180643031
162,791284.3417962627
72,4892514.697584562
293,920195.7616986609
855,2723284.296834622
898,6028954.037139516
718,4184066.99253265
277,3097126.2322135502
876,2888217.992834877
478,3265868.6700827265
1589,2253978.3787844125
1267,1803399.0769895017
378,2133799.555007468
1404,1456280.012004581
53,2713248.553928878
84,2847186.1190300053
714,2068194.5177892144
669,1814262.9901070436
525,2677282.79426038
444,2543334.4971488207
43,2883271.4564195615
857,828609.7380931675
550,2804862.9849157254
843,3363334.082243399
869,1912189.1048995364
1271,3003797.237421156
211,2212367.9643173255
1475,3382570.754137354
1381,2066329.1874649068
276,3807440.004112106
552,2992070.2258592187
41,5873661.648807495
487,3511454.886324592
785,2266086.3405963625
153,857717.623414825
1430,4124103.479508248
1238,2088357.8745976386
418,1863667.5954375905
42,3670701.186832282
654,2274716.9863307383
1260,4702352.951467225
1572,1522487.7784522043
540,3126181.2095930153
118,760369.5193669267
1478,2136352.4915372087
54,5020800.641899385
183,1717609.986796123
746,2070609.9060901436
208,930716.757109486
530,2385831.279385986
853,3204147.495654978
367,2721249.44370082
612,2897277.1911913827
192,3099524.335091261
376,5039952.420556936
910,2238811.985382345
809,1499871.365972739
596,3174344.2991863936
338,1874679.1912912265
1069,2879550.136216986
1080,3676610.0123122605
374,2535352.2335345387
1182,618075.9317702919
1487,2452029.1340924343
1454,5575187.494051393
31,1285408.2042879346
287,3029647.892422468
1047,2453675.931166353
87,2281884.405465733
1057,2598970.8681900483
1466,1907496.9191599004
1157,1897345.430707749
1094,2160680.2413440784
1215,2766730.4717208473
575,4683282.372797339
812,2242080.9953062213
1417,2474832.03299087
404,3121695.1185413804
868,1046266.2903106834
1593,3776582.3934251145
156,1542231.029810337
614,2800709.6961841146
1583,3913052.271259073
648,2044539.817794985
792,812684.9667479475
1374,2459812.03350446
1537,2401160.4431740185
1250,1940016.8497934518
813,2248537.658436851
635,862255.1057614307
359,3871238.256903117
1559,2295491.0159090674
878,1042870.6975717512
1400,3121416.6994528337
1270,3953287.968211634
294,703583.1296630872
1470,2438000.4893309684
918,2357815.1552887587
518,2563470.635442803
1351,4948097.848457594
392,1757143.049297567
166,596147.3887939858
531,3540559.14940764
1218,1411858.2101399312
969,2643876.119637907
1101,1658460.16641897
331,2354102.8639115216
707,3883538.1962314956
58,4221515.740523839
776,2094265.3018686771
1610,1643176.4270014258
1497,2768019.588706632
753,2933680.673328813
1405,2074671.4897694697
1371,1595682.6187795273
178,801535.9990393438
1352,2114665.779802392
947,1466262.0680129607
199,2338358.5205867565
996,3030648.957804158
81,2891382.855127643
1348,3927637.657497974
524,2496938.858827634
218,3772860.750804921
142,2475874.7132950397
636,882677.9399740242
440,2620993.101834174
319,2566350.3550762883
1147,933499.9261058574
1455,2524715.0429454115
904,3092288.846284881
917,3447507.150070522
1468,1573551.8752271533
215,3815283.1760507533
1333,3968115.769668157
1517,4335205.274588254
249,3035557.668281548
377,4645227.344850471
1281,2815795.4255797956
165,596147.3887939858
803,2299853.1903483975
373,2519288.374395536
937,2977677.8795712665
147,4187768.0275209947
486,2288283.2979117082
756,3943215.8734223903
131,2228760.476794414
206,1062847.3962993114
595,2533621.7071640026
1109,1816634.2230938827
560,3547742.1440795856
1049,4377526.369186969
1095,3419536.5677675805
1276,1842663.1331773354
207,782431.428075152
461,2822189.702837592
250,3998386.1839727373
1107,1923960.5055759586
30,4364683.386666354
439,3574773.102797388
1092,2869420.519603899
75,4029131.657660742
299,2622465.499836037
1435,4158912.3725530645
859,3867650.649402476
1151,990001.4903863878
414,1637381.834907069
1409,852035.0108743119
443,2690843.782874782
1611,2789126.8897065776
863,3115330.9418810373
484,2387881.191598266
431,1380313.6246549867
558,2178562.3900469593
820,1789562.6018680073
905,2412957.3585124654
671,2156423.6873371713
117,2637814.6679637707
674,2923339.095804069
61,3269625.884337262
1207,2494519.048627641
241,2306449.2647765423
764,3293334.9258043654
990,2256017.6628949773
401,1530276.3015853255
1375,1081999.7975771928
1174,1891535.1563147688
94,1685925.5324759283
941,2389319.637734416
1460,2747569.8097158177
899,2303965.7047697715
1331,2707169.5148405125
1224,688090.3777850773
587,4038295.7737382744
1570,2607527.8427893724
1429,4176349.423947747
553,2627429.1894808193
570,4290960.508383529
761,2779430.4389792364
1130,3745167.5342821255
1369,1675207.3143155724
900,3193509.051131
1481,2228335.892959291
263,2138986.9142117524
1275,3151733.780825191
1604,3490265.740648372
1384,3297649.6728078416
1017,2469440.1527128853
626,2279343.5253396886
1595,4141729.25893638
494,2121839.336833342
1530,2109146.0273745577
1523,3842339.0073502976
1535,2896567.999257168
790,2002001.152577747
70,4098302.7545345733
582,3755443.5130864084
1486,3163732.1787870075
1199,4777168.912162532
391,4386985.814346366
802,1838903.3660446014
1292,2937549.94420453
1152,2520984.0133929644
1473,3441555.507614981
171,2099561.6059169746
323,2945968.5964476042
982,1782686.2152677015
281,2985477.417981128
1434,2321670.3435476148
1542,2909714.6803091303
1379,3391161.1439522826
463,3049184.5680568004
91,751959.7956486773
1113,5103752.649599154
1299,1798604.0207027644
563,5679050.031981891
68,4954710.7906891955
257,3518812.8761448665
1512,2324466.87293598
631,2283404.0988371833
1225,2442390.9305537185
841,973846.7109309419
821,1789562.6018680073
1349,3345210.932312246
180,804247.3700303917
1416,5097187.580382992
239,1758605.8836446851
960,2472550.8035029415
1148,933499.9261058574
988,949275.8264070833
806,1672145.5308624064
1310,2936946.143036029
1546,4665981.574932046
1383,3876355.2015182707
1236,2586351.697913524
460,2366486.894517593
1116,3911127.499489062
1106,1687106.7448150376
645,1931310.4841889127
237,1887083.6215510052
1495,5571319.943709133
371,4342182.189739086
1268,3583653.474130066
1187,2865862.532602371
114,2227788.273815523
975,3406145.501797284
1577,2272724.269440243
549,3134684.655083201
1558,3030873.238485989
1196,3465505.357948882
45,5260332.857810434
894,1637471.5659784775
1580,929218.7497198388
611,2344582.51665277
322,2374045.240315607
1006,2982076.5162448147
1445,2746345.078994818
1075,3567499.535948449
98,905141.7080758987
1526,2511842.671764294
502,3174362.6391819334
709,5932544.671109272
767,2984519.6675620433
1184,1001938.9702820722
1413,2276796.769630005
1211,2380183.557256173
725,906054.355939785
137,3057326.694097775
1612,2177441.5588836344
2,1940836.6084430045
317,3598347.6781097734
1144,981413.325059568
270,2871109.168824345
74,4029131.657660742
448,2301379.491337313
1533,3344508.28435509
751,2142557.1934572365
115,1763174.2003225477
653,2346524.9281415213
779,2349913.8072248143
650,1918303.3420124168
1569,4333348.404068346
106,2689731.1729008937
403,3458102.424978684
1240,2084361.7571058916
705,890929.5902911767
152,2919062.8641385506
397,865606.2881063167
1594,3385316.835123552
633,708175.6998501022
1406,2994787.1745765167
150,812653.471889603
934,2510670.627565056
195,1859918.3903840731
462,2788253.8334278064
980,2248559.1701634303
311,4414251.924802887
1510,1785232.3996051205
264,2204351.240526013
1068,2937130.752496785
959,2789225.0801393525
341,2178553.0059621953
1607,2342340.468027685
634,922601.7156957781
1425,1788213.176616408
1280,3036881.4774138234
881,1763697.9550582343
799,7895408.95522985
16,4243364.697134216
670,1941324.8824763035
967,2391053.4390840814
1303,2533554.959566385
369,2826795.2252893294
1173,2827873.0829624543
1568,2302992.225854765
355,1506891.4089079767
177,3660682.5366763663
292,2676750.9267359716
798,1802325.076643202
1365,1613735.768552622
380,2632887.1165066245
112,1757534.384148173
777,2620868.1577603575
906,2262251.556641317
867,2464088.83485836
992,775303.9832795081
314,3968304.1648244667
728,3941692.2199868853
71,3929780.5062684817
240,3298687.483970966
1592,2851825.8325865385
702,1072630.6208507293
583,2909580.383163427
49,3427648.1169702406
699,1773591.5733632501
1079,3029190.9441617182
914,5280428.034235224
1124,3885437.9749018243
710,2282439.046847607
601,2338369.6515590264
1318,3741809.264185364
1023,2584987.056082437
1070,3441133.6103620827
1446,3478929.017814376
660,3105908.6801499315
426,2108325.2401574682
1025,2735367.408174749
1264,2400804.552921018
1298,4564302.839368291
1097,2401884.052461444
572,2850450.835853415
148,4079988.13391356
1506,3836655.574900371
516,2611754.3575614165
56,4225301.949409783
37,2591443.0075198608
886,2205790.6061676987
561,3283926.4905433278
1456,2967526.2229948845
940,1689516.9911111696
1516,5342408.190748777
999,2553426.273535649
1020,3641367.2894579247
290,2382054.3026605686
1450,4216882.678741626
65,4492792.991132466
1529,2334136.786830735
1311,3959113.746265317
903,3092288.846284881
1600,5351181.338223705
574,2438999.640563256
1449,4622301.768493408
1086,3557992.8964322484
141,3793343.5239780047
625,2487376.429286909
221,1656935.920309241
1232,4307571.284431292
694,2492488.5289677493
1258,2441332.144232752
121,2375776.5798611753
535,2418904.756402682
1441,2684037.2651996156
922,3461997.9686824973
748,2318333.396987057
545,2486807.2838896504
1009,905643.7318317313
1403,2098871.37384033
546,2157010.9399367156
1119,2539713.7314108037
1087,3320237.3219613824
280,3888571.841107411
994,789270.1543614718
445,1496944.679024711
1140,3670691.2018580693
915,4369203.607113732
1244,4140678.890877504
931,2186602.1928637335
387,3288202.8974385494
1160,1691921.2111118748
230,2618843.4842441003
1208,2326579.1940070307
1560,1681136.9528439865
186,1562719.6233744214
1518,2834730.029721919
1058,2467897.6849134965
1346,2553498.2843548567
1447,2360323.12470835
398,1708028.3479714547
50,2667408.747003089
713,2157100.554587076
189,2961555.2407565443
864,1831943.3392406935
874,2147810.7680102815
987,3870485.497107516
400,1552693.51114586
370,4385513.450498604
1229,3452475.754160519
105,2484885.6230609925
1359,2718872.9710238064
452,2456515.853353164
1100,1759159.6991972954
330,4175976.908176598
419,1529601.9412996338
832,1915411.1833691876
343,2394669.0912264413
64,4500976.860529182
467,4438258.523096809
170,472079.378158411
662,3899924.2983486466
528,2073346.0533233949
60,3952549.163558468
1370,1732325.5926846052
466,2270340.217586511
411,3241183.6341828285
116,2273967.5265301005
229,2235789.2617640696
958,2722421.8070743755
1301,7014590.021145921
1203,3922213.8564786157
1278,2974574.8675837456
621,2964413.787194069
1259,2336854.3672318114
1038,2166331.83254975
1378,2526359.2880919804
27,3083421.345503766
1172,2908217.1635374934
673,1353360.4162042825
597,3023404.5391604435
1613,2657124.6320504663
1368,1675207.3143155724
1426,2187139.5739309546
640,2309064.4056397667
955,2121456.3789862227
1163,2906549.6918927245
39,1328544.9778437535
1511,3160519.564421338
796,4222285.07500932
972,2266602.5497699752
712,3527300.5848674634
167,818163.839139486
103,1818670.3449351322
1241,2212379.864333857
184,795367.8430958115
986,2942775.1461672257
854,792498.4859267867
686,1827863.4606000765
629,2541681.6330024204
884,2716122.509350564
90,2389565.465256769
187,1555561.609643186
1585,4278638.274631822
924,2477895.5134490333
860,3236717.3421621844
1433,2804121.0700512384
1202,3565034.446348103
1490,2918522.2565749707
1507,2335605.389369359
1005,2949606.1819999088
1217,2497594.760811642
1324,2176863.947693837
25,3257255.0231047985
913,3345800.7912025275
1451,4309814.528461946
435,2138793.260703982
455,2779301.9923034473
1343,2270010.339336001
344,1638103.7686573255
1305,2740204.7417919356
769,559386.2893054611
1394,2468310.251572793
73,2707442.268653443
933,1776141.1257790898
939,2732088.848655942
724,848936.0775707525
246,2537340.441435974
720,697015.9309864228
604,3866038.9923443985
909,1203321.740834619
1342,2222577.0556629132
1415,1746970.430143267
44,2833001.485245352
1118,2181016.3872324545
1230,2183618.8005535617
835,2058635.6706778193
1541,2099516.3330599642
810,2536703.3902265676
603,3009651.4953989936
584,2909580.383163427
476,1677281.602649108
1436,4158912.3725530645
989,830726.2087136356
1137,3342635.033310526
305,2377266.7807621793
128,4032683.8973949
1476,2351526.9619548335
1170,985869.6428163457
759,495779.73598290235
974,3421626.269509841
1412,1562314.6402331244
866,2830401.6428738465
1345,2244825.4839206673
845,854406.932536898
1597,3082443.864910198
96,2516837.3696448137
1521,4380665.25855989
676,1802663.9066160475
226,2718940.776833114
332,2475245.6828820854
188,1674852.1122725522
1012,1922797.571018377
275,1997222.2023892016
797,1784992.0972957348
1293,2916556.9380265414
1167,2628806.6237300355
630,2209948.7051686984
48,2104677.2738411166
1609,2196617.5060152984
193,3099524.335091261
827,2231006.1641328577
101,3464837.7001024242
213,3613492.7793549807
138,1714027.751766724
395,2351968.157364519
887,2813410.6205698745
965,1282424.68677232
949,4495895.862794486
1214,2139384.19768189
1001,2536741.9909801986
819,1676472.082522861
396,609200.055538502
291,915914.5853126424
703,1429803.7321138107
0,2157443.5155632193
282,521225.28159451066
13,2951506.684562032
1200,4342046.654925319
833,1915411.1833691876
327,2865095.3339965334
627,3520655.550586735
517,2648285.9988031266
1527,1782182.374747096
1159,2283327.400641683
318,2144478.71871605
1616,2015132.2146132865
1082,3684517.5844728188
643,2400383.060765953
1041,3328144.8277101507
1188,1503189.2631744742
649,2651763.8483401467
1060,2378199.5703344806
67,4918748.882920537
754,2148807.143451105
1077,2612209.082329412
1253,2464628.657023093
